,Date,State
1249,2011-12-16,0
1250,2011-12-19,0
1251,2011-12-20,0
1252,2011-12-21,1
1253,2011-12-22,1
1254,2011-12-23,1
1255,2011-12-27,1
1256,2011-12-28,1
1257,2011-12-29,1
1258,2011-12-30,1
1259,2012-01-03,1
1260,2012-01-04,1
1261,2012-01-05,1
1262,2012-01-06,1
1263,2012-01-09,1
1264,2012-01-10,1
1265,2012-01-11,1
1266,2012-01-12,1
1267,2012-01-13,1
1268,2012-01-17,1
1269,2012-01-18,1
1270,2012-01-19,1
1271,2012-01-20,1
1272,2012-01-23,1
1273,2012-01-24,1
1274,2012-01-25,1
1275,2012-01-26,1
1276,2012-01-27,1
1277,2012-01-30,1
1278,2012-01-31,1
1279,2012-02-01,1
1280,2012-02-02,1
1281,2012-02-03,1
1282,2012-02-06,1
1283,2012-02-07,1
1284,2012-02-08,1
1285,2012-02-09,1
1286,2012-02-10,1
1287,2012-02-13,1
1288,2012-02-14,1
1289,2012-02-15,1
1290,2012-02-16,1
1291,2012-02-17,1
1292,2012-02-21,1
1293,2012-02-22,1
1294,2012-02-23,1
1295,2012-02-24,1
1296,2012-02-27,1
1297,2012-02-28,1
1298,2012-02-29,1
1299,2012-03-01,1
1300,2012-03-02,1
1301,2012-03-05,1
1302,2012-03-06,1
1303,2012-03-07,1
1304,2012-03-08,1
1305,2012-03-09,1
1306,2012-03-12,1
1307,2012-03-13,1
1308,2012-03-14,1
1309,2012-03-15,1
1310,2012-03-16,1
1311,2012-03-19,1
1312,2012-03-20,1
1313,2012-03-21,1
1314,2012-03-22,1
1315,2012-03-23,1
1316,2012-03-26,1
1317,2012-03-27,1
1318,2012-03-28,1
1319,2012-03-29,1
1320,2012-03-30,1
1321,2012-04-02,1
1322,2012-04-03,1
1323,2012-04-04,1
1324,2012-04-05,1
1325,2012-04-09,1
1326,2012-04-10,1
1327,2012-04-11,1
1328,2012-04-12,1
1329,2012-04-13,1
1330,2012-04-16,1
1331,2012-04-17,1
1332,2012-04-18,1
1333,2012-04-19,1
1334,2012-04-20,1
1335,2012-04-23,1
1336,2012-04-24,1
1337,2012-04-25,1
1338,2012-04-26,1
1339,2012-04-27,1
1340,2012-04-30,1
1341,2012-05-01,1
1342,2012-05-02,1
1343,2012-05-03,1
1344,2012-05-04,1
1345,2012-05-07,1
1346,2012-05-08,1
1347,2012-05-09,1
1348,2012-05-10,1
1349,2012-05-11,1
1350,2012-05-14,1
1351,2012-05-15,1
1352,2012-05-16,1
1353,2012-05-17,1
1354,2012-05-18,1
1355,2012-05-21,1
1356,2012-05-22,1
1357,2012-05-23,1
1358,2012-05-24,1
1359,2012-05-25,1
1360,2012-05-29,1
1361,2012-05-30,1
1362,2012-05-31,1
1363,2012-06-01,1
1364,2012-06-04,1
1365,2012-06-05,1
1366,2012-06-06,1
1367,2012-06-07,1
1368,2012-06-08,1
1369,2012-06-11,1
1370,2012-06-12,1
1371,2012-06-13,1
1372,2012-06-14,1
1373,2012-06-15,1
1374,2012-06-18,1
1375,2012-06-19,1
1376,2012-06-20,1
1377,2012-06-21,1
1378,2012-06-22,1
1379,2012-06-25,1
1380,2012-06-26,1
1381,2012-06-27,1
1382,2012-06-28,1
1383,2012-06-29,1
1384,2012-07-02,1
1385,2012-07-03,1
1386,2012-07-05,1
1387,2012-07-06,1
1388,2012-07-09,1
1389,2012-07-10,1
1390,2012-07-11,1
1391,2012-07-12,1
1392,2012-07-13,1
1393,2012-07-16,1
1394,2012-07-17,1
1395,2012-07-18,1
1396,2012-07-19,1
1397,2012-07-20,1
1398,2012-07-23,1
1399,2012-07-24,1
1400,2012-07-25,1
1401,2012-07-26,1
1402,2012-07-27,1
1403,2012-07-30,1
1404,2012-07-31,1
1405,2012-08-01,1
1406,2012-08-02,1
1407,2012-08-03,1
1408,2012-08-06,1
1409,2012-08-07,1
1410,2012-08-08,1
1411,2012-08-09,1
1412,2012-08-10,1
1413,2012-08-13,1
1414,2012-08-14,1
1415,2012-08-15,1
1416,2012-08-16,1
1417,2012-08-17,1
1418,2012-08-20,1
1419,2012-08-21,1
1420,2012-08-22,1
1421,2012-08-23,1
1422,2012-08-24,1
1423,2012-08-27,1
1424,2012-08-28,1
1425,2012-08-29,1
1426,2012-08-30,1
1427,2012-08-31,1
1428,2012-09-04,1
1429,2012-09-05,1
1430,2012-09-06,1
1431,2012-09-07,1
1432,2012-09-10,1
1433,2012-09-11,1
1434,2012-09-12,1
1435,2012-09-13,1
1436,2012-09-14,1
1437,2012-09-17,1
1438,2012-09-18,1
1439,2012-09-19,1
1440,2012-09-20,1
1441,2012-09-21,1
1442,2012-09-24,1
1443,2012-09-25,1
1444,2012-09-26,1
1445,2012-09-27,1
1446,2012-09-28,1
1447,2012-10-01,1
1448,2012-10-02,1
1449,2012-10-03,1
1450,2012-10-04,1
1451,2012-10-05,1
1452,2012-10-08,1
1453,2012-10-09,1
1454,2012-10-10,1
1455,2012-10-11,1
1456,2012-10-12,1
1457,2012-10-15,1
1458,2012-10-16,1
1459,2012-10-17,1
1460,2012-10-18,1
1461,2012-10-19,1
1462,2012-10-22,1
1463,2012-10-23,1
1464,2012-10-24,1
1465,2012-10-25,1
1466,2012-10-26,1
1467,2012-10-31,1
1468,2012-11-01,1
1469,2012-11-02,1
1470,2012-11-05,1
1471,2012-11-06,1
1472,2012-11-07,1
1473,2012-11-08,1
1474,2012-11-09,1
1475,2012-11-12,1
1476,2012-11-13,1
1477,2012-11-14,1
1478,2012-11-15,1
1479,2012-11-16,1
1480,2012-11-19,1
1481,2012-11-20,1
1482,2012-11-21,1
1483,2012-11-23,1
1484,2012-11-26,1
1485,2012-11-27,1
1486,2012-11-28,1
1487,2012-11-29,1
1488,2012-11-30,1
1489,2012-12-03,1
1490,2012-12-04,1
1491,2012-12-05,1
1492,2012-12-06,1
1493,2012-12-07,1
1494,2012-12-10,1
1495,2012-12-11,1
1496,2012-12-12,1
1497,2012-12-13,1
1498,2012-12-14,1
1499,2012-12-17,1
1500,2012-12-18,1
1501,2012-12-19,1
1502,2012-12-20,1
1503,2012-12-21,1
1504,2012-12-24,1
1505,2012-12-26,1
1506,2012-12-27,1
1507,2012-12-28,1
1508,2012-12-31,1
1509,2013-01-02,1
1510,2013-01-03,1
1511,2013-01-04,1
1512,2013-01-07,1
1513,2013-01-08,1
1514,2013-01-09,1
1515,2013-01-10,1
1516,2013-01-11,1
1517,2013-01-14,1
1518,2013-01-15,1
1519,2013-01-16,1
1520,2013-01-17,1
1521,2013-01-18,1
1522,2013-01-22,1
1523,2013-01-23,1
1524,2013-01-24,1
1525,2013-01-25,1
1526,2013-01-28,1
1527,2013-01-29,1
1528,2013-01-30,1
1529,2013-01-31,1
1530,2013-02-01,1
1531,2013-02-04,1
1532,2013-02-05,1
1533,2013-02-06,1
1534,2013-02-07,1
1535,2013-02-08,1
1536,2013-02-11,1
1537,2013-02-12,1
1538,2013-02-13,1
1539,2013-02-14,1
1540,2013-02-15,1
1541,2013-02-19,1
1542,2013-02-20,1
1543,2013-02-21,1
1544,2013-02-22,1
1545,2013-02-25,1
1546,2013-02-26,1
1547,2013-02-27,1
1548,2013-02-28,1
1549,2013-03-01,1
1550,2013-03-04,1
1551,2013-03-05,1
1552,2013-03-06,1
1553,2013-03-07,1
1554,2013-03-08,1
1555,2013-03-11,1
1556,2013-03-12,1
1557,2013-03-13,1
1558,2013-03-14,1
1559,2013-03-15,1
1560,2013-03-18,1
1561,2013-03-19,1
1562,2013-03-20,1
1563,2013-03-21,1
1564,2013-03-22,1
1565,2013-03-25,1
1566,2013-03-26,1
1567,2013-03-27,1
1568,2013-03-28,1
1569,2013-04-01,1
1570,2013-04-02,1
1571,2013-04-03,1
1572,2013-04-04,1
1573,2013-04-05,1
1574,2013-04-08,1
1575,2013-04-09,1
1576,2013-04-10,1
1577,2013-04-11,1
1578,2013-04-12,1
1579,2013-04-15,1
1580,2013-04-16,1
1581,2013-04-17,1
1582,2013-04-18,1
1583,2013-04-19,1
1584,2013-04-22,1
1585,2013-04-23,1
1586,2013-04-24,1
1587,2013-04-25,1
1588,2013-04-26,1
1589,2013-04-29,1
1590,2013-04-30,1
1591,2013-05-01,1
1592,2013-05-02,1
1593,2013-05-03,1
1594,2013-05-06,1
1595,2013-05-07,1
1596,2013-05-08,1
1597,2013-05-09,1
1598,2013-05-10,1
1599,2013-05-13,1
1600,2013-05-14,1
1601,2013-05-15,1
1602,2013-05-16,1
1603,2013-05-17,1
1604,2013-05-20,1
1605,2013-05-21,1
1606,2013-05-22,1
1607,2013-05-23,1
1608,2013-05-24,1
1609,2013-05-28,1
1610,2013-05-29,1
1611,2013-05-30,1
1612,2013-05-31,1
1613,2013-06-03,1
1614,2013-06-04,1
1615,2013-06-05,1
1616,2013-06-06,1
1617,2013-06-07,1
1618,2013-06-10,1
1619,2013-06-11,1
1620,2013-06-12,1
1621,2013-06-13,1
1622,2013-06-14,1
1623,2013-06-17,1
1624,2013-06-18,1
1625,2013-06-19,1
1626,2013-06-20,1
1627,2013-06-21,1
1628,2013-06-24,1
1629,2013-06-25,1
1630,2013-06-26,1
1631,2013-06-27,1
1632,2013-06-28,1
1633,2013-07-01,1
1634,2013-07-02,1
1635,2013-07-03,1
1636,2013-07-05,1
1637,2013-07-08,1
1638,2013-07-09,1
1639,2013-07-10,1
1640,2013-07-11,1
1641,2013-07-12,1
1642,2013-07-15,1
1643,2013-07-16,1
1644,2013-07-17,1
1645,2013-07-18,1
1646,2013-07-19,1
1647,2013-07-22,1
1648,2013-07-23,1
1649,2013-07-24,1
1650,2013-07-25,1
1651,2013-07-26,1
1652,2013-07-29,1
1653,2013-07-30,1
1654,2013-07-31,1
1655,2013-08-01,1
1656,2013-08-02,1
1657,2013-08-05,1
1658,2013-08-06,1
1659,2013-08-07,1
1660,2013-08-08,1
1661,2013-08-09,1
1662,2013-08-12,1
1663,2013-08-13,1
1664,2013-08-14,1
1665,2013-08-15,1
1666,2013-08-16,1
1667,2013-08-19,1
1668,2013-08-20,1
1669,2013-08-21,1
1670,2013-08-22,1
1671,2013-08-23,1
1672,2013-08-26,1
1673,2013-08-27,1
1674,2013-08-28,1
1675,2013-08-29,1
1676,2013-08-30,1
1677,2013-09-03,1
1678,2013-09-04,1
1679,2013-09-05,1
1680,2013-09-06,1
1681,2013-09-09,1
1682,2013-09-10,1
1683,2013-09-11,1
1684,2013-09-12,1
1685,2013-09-13,1
1686,2013-09-16,1
1687,2013-09-17,1
1688,2013-09-18,1
1689,2013-09-19,1
1690,2013-09-20,1
1691,2013-09-23,1
1692,2013-09-24,1
1693,2013-09-25,1
1694,2013-09-26,1
1695,2013-09-27,1
1696,2013-09-30,1
1697,2013-10-01,1
1698,2013-10-02,1
1699,2013-10-03,1
1700,2013-10-04,1
1701,2013-10-07,1
1702,2013-10-08,1
1703,2013-10-09,1
1704,2013-10-10,1
1705,2013-10-11,1
1706,2013-10-14,1
1707,2013-10-15,1
1708,2013-10-16,1
1709,2013-10-17,1
1710,2013-10-18,1
1711,2013-10-21,1
1712,2013-10-22,1
1713,2013-10-23,1
1714,2013-10-24,1
1715,2013-10-25,1
1716,2013-10-28,1
1717,2013-10-29,1
1718,2013-10-30,1
1719,2013-10-31,1
1720,2013-11-01,1
1721,2013-11-04,1
1722,2013-11-05,1
1723,2013-11-06,1
1724,2013-11-07,1
1725,2013-11-08,1
1726,2013-11-11,1
1727,2013-11-12,1
1728,2013-11-13,1
1729,2013-11-14,1
1730,2013-11-15,1
1731,2013-11-18,1
1732,2013-11-19,1
1733,2013-11-20,1
1734,2013-11-21,1
1735,2013-11-22,1
1736,2013-11-25,1
1737,2013-11-26,1
1738,2013-11-27,1
1739,2013-11-29,1
1740,2013-12-02,1
1741,2013-12-03,1
1742,2013-12-04,1
1743,2013-12-05,1
1744,2013-12-06,1
1745,2013-12-09,1
1746,2013-12-10,1
1747,2013-12-11,1
1748,2013-12-12,1
1749,2013-12-13,1
1750,2013-12-16,1
1751,2013-12-17,1
1752,2013-12-18,1
1753,2013-12-19,1
1754,2013-12-20,1
1755,2013-12-23,1
1756,2013-12-24,1
1757,2013-12-26,1
1758,2013-12-27,1
1759,2013-12-30,1
1760,2013-12-31,1
1761,2014-01-02,1
1762,2014-01-03,1
1763,2014-01-06,1
1764,2014-01-07,1
1765,2014-01-08,1
1766,2014-01-09,1
1767,2014-01-10,1
1768,2014-01-13,1
1769,2014-01-14,1
1770,2014-01-15,1
1771,2014-01-16,1
1772,2014-01-17,1
1773,2014-01-21,1
1774,2014-01-22,1
1775,2014-01-23,1
1776,2014-01-24,1
1777,2014-01-27,1
1778,2014-01-28,1
1779,2014-01-29,1
1780,2014-01-30,1
1781,2014-01-31,1
1782,2014-02-03,1
1783,2014-02-04,1
1784,2014-02-05,1
1785,2014-02-06,1
1786,2014-02-07,1
1787,2014-02-10,1
1788,2014-02-11,1
1789,2014-02-12,1
1790,2014-02-13,1
1791,2014-02-14,1
1792,2014-02-18,1
1793,2014-02-19,1
1794,2014-02-20,1
1795,2014-02-21,1
1796,2014-02-24,1
1797,2014-02-25,1
1798,2014-02-26,1
1799,2014-02-27,1
1800,2014-02-28,1
1801,2014-03-03,1
1802,2014-03-04,1
1803,2014-03-05,1
1804,2014-03-06,1
1805,2014-03-07,1
1806,2014-03-10,1
1807,2014-03-11,1
1808,2014-03-12,1
1809,2014-03-13,1
1810,2014-03-14,1
1811,2014-03-17,1
1812,2014-03-18,1
1813,2014-03-19,1
1814,2014-03-20,1
1815,2014-03-21,1
1816,2014-03-24,1
1817,2014-03-25,1
1818,2014-03-26,1
1819,2014-03-27,1
1820,2014-03-28,1
1821,2014-03-31,1
1822,2014-04-01,1
1823,2014-04-02,1
1824,2014-04-03,1
1825,2014-04-04,1
1826,2014-04-07,1
1827,2014-04-08,1
1828,2014-04-09,1
1829,2014-04-10,1
1830,2014-04-11,1
1831,2014-04-14,1
1832,2014-04-15,1
1833,2014-04-16,1
1834,2014-04-17,1
1835,2014-04-21,1
1836,2014-04-22,1
1837,2014-04-23,1
1838,2014-04-24,1
1839,2014-04-25,1
1840,2014-04-28,1
1841,2014-04-29,1
1842,2014-04-30,1
1843,2014-05-01,1
1844,2014-05-02,1
1845,2014-05-05,1
1846,2014-05-06,1
1847,2014-05-07,1
1848,2014-05-08,1
1849,2014-05-09,1
1850,2014-05-12,1
1851,2014-05-13,1
1852,2014-05-14,1
1853,2014-05-15,1
1854,2014-05-16,1
1855,2014-05-19,1
1856,2014-05-20,1
1857,2014-05-21,1
1858,2014-05-22,1
1859,2014-05-23,1
1860,2014-05-27,1
1861,2014-05-28,1
1862,2014-05-29,1
1863,2014-05-30,1
1864,2014-06-02,1
1865,2014-06-03,1
1866,2014-06-04,1
1867,2014-06-05,1
1868,2014-06-06,1
1869,2014-06-09,1
1870,2014-06-10,1
1871,2014-06-11,1
1872,2014-06-12,1
1873,2014-06-13,1
1874,2014-06-16,1
1875,2014-06-17,1
1876,2014-06-18,1
1877,2014-06-19,1
1878,2014-06-20,1
1879,2014-06-23,1
1880,2014-06-24,1
1881,2014-06-25,1
1882,2014-06-26,1
1883,2014-06-27,1
1884,2014-06-30,1
1885,2014-07-01,1
1886,2014-07-02,1
1887,2014-07-03,1
1888,2014-07-07,1
1889,2014-07-08,1
1890,2014-07-09,1
1891,2014-07-10,1
1892,2014-07-11,1
1893,2014-07-14,1
1894,2014-07-15,1
1895,2014-07-16,1
1896,2014-07-17,1
1897,2014-07-18,1
1898,2014-07-21,1
1899,2014-07-22,1
1900,2014-07-23,1
1901,2014-07-24,1
1902,2014-07-25,1
1903,2014-07-28,1
1904,2014-07-29,1
1905,2014-07-30,1
1906,2014-07-31,1
1907,2014-08-01,1
1908,2014-08-04,1
1909,2014-08-05,1
1910,2014-08-06,1
1911,2014-08-07,1
1912,2014-08-08,1
1913,2014-08-11,1
1914,2014-08-12,1
1915,2014-08-13,1
1916,2014-08-14,1
1917,2014-08-15,1
1918,2014-08-18,1
1919,2014-08-19,1
1920,2014-08-20,1
1921,2014-08-21,1
1922,2014-08-22,1
1923,2014-08-25,1
1924,2014-08-26,1
1925,2014-08-27,1
1926,2014-08-28,1
1927,2014-08-29,1
1928,2014-09-02,1
1929,2014-09-03,1
1930,2014-09-04,1
1931,2014-09-05,1
1932,2014-09-08,1
1933,2014-09-09,1
1934,2014-09-10,1
1935,2014-09-11,1
1936,2014-09-12,1
1937,2014-09-15,1
1938,2014-09-16,1
1939,2014-09-17,1
1940,2014-09-18,1
1941,2014-09-19,1
1942,2014-09-22,1
1943,2014-09-23,1
1944,2014-09-24,1
1945,2014-09-25,1
1946,2014-09-26,1
1947,2014-09-29,1
1948,2014-09-30,1
1949,2014-10-01,1
1950,2014-10-02,1
1951,2014-10-03,1
1952,2014-10-06,1
1953,2014-10-07,1
1954,2014-10-08,1
1955,2014-10-09,1
1956,2014-10-10,1
1957,2014-10-13,1
1958,2014-10-14,1
1959,2014-10-15,1
1960,2014-10-16,1
1961,2014-10-17,1
1962,2014-10-20,1
1963,2014-10-21,1
1964,2014-10-22,1
1965,2014-10-23,1
1966,2014-10-24,1
1967,2014-10-27,1
1968,2014-10-28,1
1969,2014-10-29,1
1970,2014-10-30,1
1971,2014-10-31,1
1972,2014-11-03,1
1973,2014-11-04,1
1974,2014-11-05,1
1975,2014-11-06,1
1976,2014-11-07,1
1977,2014-11-10,1
1978,2014-11-11,1
1979,2014-11-12,1
1980,2014-11-13,1
1981,2014-11-14,1
1982,2014-11-17,1
1983,2014-11-18,1
1984,2014-11-19,1
1985,2014-11-20,1
1986,2014-11-21,1
1987,2014-11-24,1
1988,2014-11-25,1
1989,2014-11-26,1
1990,2014-11-28,1
1991,2014-12-01,1
1992,2014-12-02,1
1993,2014-12-03,1
1994,2014-12-04,1
1995,2014-12-05,1
1996,2014-12-08,1
1997,2014-12-09,1
1998,2014-12-10,1
1999,2014-12-11,1
2000,2014-12-12,1
2001,2014-12-15,1
2002,2014-12-16,1
2003,2014-12-17,1
2004,2014-12-18,1
2005,2014-12-19,1
2006,2014-12-22,1
2007,2014-12-23,1
2008,2014-12-24,1
2009,2014-12-26,1
2010,2014-12-29,1
2011,2014-12-30,1
2012,2014-12-31,1
2013,2015-01-02,1
2014,2015-01-05,1
2015,2015-01-06,1
2016,2015-01-07,1
2017,2015-01-08,1
2018,2015-01-09,1
2019,2015-01-12,1
2020,2015-01-13,1
2021,2015-01-14,1
2022,2015-01-15,1
2023,2015-01-16,1
2024,2015-01-20,1
2025,2015-01-21,1
2026,2015-01-22,1
2027,2015-01-23,1
2028,2015-01-26,1
2029,2015-01-27,1
2030,2015-01-28,1
2031,2015-01-29,1
2032,2015-01-30,1
2033,2015-02-02,1
2034,2015-02-03,1
2035,2015-02-04,1
2036,2015-02-05,1
2037,2015-02-06,1
2038,2015-02-09,1
2039,2015-02-10,1
2040,2015-02-11,1
2041,2015-02-12,1
2042,2015-02-13,1
2043,2015-02-17,1
2044,2015-02-18,1
2045,2015-02-19,1
2046,2015-02-20,1
2047,2015-02-23,1
2048,2015-02-24,1
2049,2015-02-25,1
2050,2015-02-26,1
2051,2015-02-27,1
2052,2015-03-02,1
2053,2015-03-03,1
2054,2015-03-04,1
2055,2015-03-05,1
2056,2015-03-06,1
2057,2015-03-09,1
2058,2015-03-10,1
2059,2015-03-11,1
2060,2015-03-12,1
2061,2015-03-13,1
2062,2015-03-16,1
2063,2015-03-17,1
2064,2015-03-18,1
2065,2015-03-19,1
2066,2015-03-20,1
2067,2015-03-23,1
2068,2015-03-24,1
2069,2015-03-25,1
2070,2015-03-26,1
2071,2015-03-27,1
2072,2015-03-30,1
2073,2015-03-31,1
2074,2015-04-01,1
2075,2015-04-02,1
2076,2015-04-06,1
2077,2015-04-07,1
2078,2015-04-08,1
2079,2015-04-09,1
2080,2015-04-10,1
2081,2015-04-13,1
2082,2015-04-14,1
2083,2015-04-15,1
2084,2015-04-16,1
2085,2015-04-17,1
2086,2015-04-20,1
2087,2015-04-21,1
2088,2015-04-22,1
2089,2015-04-23,1
2090,2015-04-24,1
2091,2015-04-27,1
2092,2015-04-28,1
2093,2015-04-29,1
2094,2015-04-30,1
2095,2015-05-01,1
2096,2015-05-04,1
2097,2015-05-05,1
2098,2015-05-06,1
2099,2015-05-07,1
2100,2015-05-08,1
2101,2015-05-11,1
2102,2015-05-12,1
2103,2015-05-13,1
2104,2015-05-14,1
2105,2015-05-15,1
2106,2015-05-18,1
2107,2015-05-19,1
2108,2015-05-20,1
2109,2015-05-21,1
2110,2015-05-22,1
2111,2015-05-26,1
2112,2015-05-27,1
2113,2015-05-28,1
2114,2015-05-29,1
2115,2015-06-01,1
2116,2015-06-02,1
2117,2015-06-03,1
2118,2015-06-04,1
2119,2015-06-05,1
2120,2015-06-08,1
2121,2015-06-09,1
2122,2015-06-10,1
2123,2015-06-11,1
2124,2015-06-12,1
2125,2015-06-15,1
2126,2015-06-16,1
2127,2015-06-17,1
2128,2015-06-18,1
2129,2015-06-19,1
2130,2015-06-22,1
2131,2015-06-23,1
2132,2015-06-24,1
2133,2015-06-25,1
2134,2015-06-26,1
2135,2015-06-29,1
2136,2015-06-30,1
2137,2015-07-01,1
2138,2015-07-02,1
2139,2015-07-06,1
2140,2015-07-07,1
2141,2015-07-08,1
2142,2015-07-09,1
2143,2015-07-10,1
2144,2015-07-13,1
2145,2015-07-14,1
2146,2015-07-15,1
2147,2015-07-16,1
2148,2015-07-17,1
2149,2015-07-20,1
2150,2015-07-21,1
2151,2015-07-22,1
2152,2015-07-23,1
2153,2015-07-24,1
2154,2015-07-27,1
2155,2015-07-28,1
2156,2015-07-29,1
2157,2015-07-30,1
2158,2015-07-31,1
2159,2015-08-03,1
2160,2015-08-04,1
2161,2015-08-05,1
2162,2015-08-06,1
2163,2015-08-07,1
2164,2015-08-10,1
2165,2015-08-11,1
2166,2015-08-12,1
2167,2015-08-13,1
2168,2015-08-14,1
2169,2015-08-17,1
2170,2015-08-18,1
2171,2015-08-19,1
2172,2015-08-20,0
2173,2015-08-21,0
2174,2015-08-24,0
2175,2015-08-25,0
2176,2015-08-26,0
2177,2015-08-27,0
2178,2015-08-28,0
2179,2015-08-31,0
2180,2015-09-01,0
2181,2015-09-02,0
2182,2015-09-03,0
2183,2015-09-04,0
2184,2015-09-08,0
2185,2015-09-09,0
2186,2015-09-10,1
2187,2015-09-11,1
2188,2015-09-14,1
2189,2015-09-15,1
2190,2015-09-16,1
2191,2015-09-17,1
2192,2015-09-18,1
2193,2015-09-21,1
2194,2015-09-22,1
2195,2015-09-23,1
2196,2015-09-24,1
2197,2015-09-25,1
2198,2015-09-28,1
2199,2015-09-29,1
2200,2015-09-30,1
2201,2015-10-01,1
2202,2015-10-02,1
2203,2015-10-05,1
2204,2015-10-06,1
2205,2015-10-07,1
2206,2015-10-08,1
2207,2015-10-09,1
2208,2015-10-12,1
2209,2015-10-13,1
2210,2015-10-14,1
2211,2015-10-15,1
2212,2015-10-16,1
2213,2015-10-19,1
2214,2015-10-20,1
2215,2015-10-21,1
2216,2015-10-22,1
2217,2015-10-23,1
2218,2015-10-26,1
2219,2015-10-27,1
2220,2015-10-28,1
2221,2015-10-29,1
2222,2015-10-30,1
2223,2015-11-02,1
2224,2015-11-03,1
2225,2015-11-04,1
2226,2015-11-05,1
2227,2015-11-06,1
2228,2015-11-09,1
2229,2015-11-10,1
2230,2015-11-11,1
2231,2015-11-12,1
2232,2015-11-13,1
2233,2015-11-16,1
2234,2015-11-17,1
2235,2015-11-18,1
2236,2015-11-19,1
2237,2015-11-20,1
2238,2015-11-23,1
2239,2015-11-24,1
2240,2015-11-25,1
2241,2015-11-27,1
2242,2015-11-30,1
2243,2015-12-01,1
2244,2015-12-02,1
2245,2015-12-03,1
2246,2015-12-04,1
2247,2015-12-07,1
2248,2015-12-08,1
2249,2015-12-09,1
2250,2015-12-10,1
2251,2015-12-11,1
2252,2015-12-14,1
2253,2015-12-15,1
2254,2015-12-16,1
2255,2015-12-17,1
2256,2015-12-18,1
2257,2015-12-21,1
2258,2015-12-22,1
2259,2015-12-23,1
2260,2015-12-24,1
2261,2015-12-28,1
2262,2015-12-29,1
2263,2015-12-30,1
2264,2015-12-31,1
2265,2016-01-04,1
2266,2016-01-05,1
2267,2016-01-06,0
2268,2016-01-07,0
2269,2016-01-08,0
2270,2016-01-11,0
2271,2016-01-12,0
2272,2016-01-13,0
2273,2016-01-14,0
2274,2016-01-15,0
2275,2016-01-19,0
2276,2016-01-20,0
2277,2016-01-21,0
2278,2016-01-22,0
2279,2016-01-25,0
2280,2016-01-26,0
2281,2016-01-27,0
2282,2016-01-28,0
2283,2016-01-29,0
2284,2016-02-01,0
2285,2016-02-02,0
2286,2016-02-03,0
2287,2016-02-04,0
2288,2016-02-05,0
2289,2016-02-08,0
2290,2016-02-09,0
2291,2016-02-10,0
2292,2016-02-11,0
2293,2016-02-12,0
2294,2016-02-16,0
2295,2016-02-17,0
2296,2016-02-18,1
2297,2016-02-19,1
2298,2016-02-22,1
2299,2016-02-23,1
2300,2016-02-24,1
2301,2016-02-25,1
2302,2016-02-26,1
2303,2016-02-29,1
2304,2016-03-01,1
2305,2016-03-02,1
2306,2016-03-03,1
2307,2016-03-04,1
2308,2016-03-07,1
2309,2016-03-08,1
2310,2016-03-09,1
2311,2016-03-10,1
2312,2016-03-11,1
2313,2016-03-14,1
2314,2016-03-15,1
2315,2016-03-16,1
2316,2016-03-17,1
2317,2016-03-18,1
2318,2016-03-21,1
2319,2016-03-22,1
2320,2016-03-23,1
2321,2016-03-24,1
2322,2016-03-28,1
2323,2016-03-29,1
2324,2016-03-30,1
2325,2016-03-31,1
2326,2016-04-01,1
2327,2016-04-04,1
2328,2016-04-05,1
2329,2016-04-06,1
2330,2016-04-07,1
2331,2016-04-08,1
2332,2016-04-11,1
2333,2016-04-12,1
2334,2016-04-13,1
2335,2016-04-14,1
2336,2016-04-15,1
2337,2016-04-18,1
2338,2016-04-19,1
2339,2016-04-20,1
2340,2016-04-21,1
2341,2016-04-22,1
2342,2016-04-25,1
2343,2016-04-26,1
2344,2016-04-27,1
2345,2016-04-28,1
2346,2016-04-29,1
2347,2016-05-02,1
2348,2016-05-03,1
2349,2016-05-04,1
2350,2016-05-05,1
2351,2016-05-06,1
2352,2016-05-09,1
2353,2016-05-10,1
2354,2016-05-11,1
2355,2016-05-12,1
2356,2016-05-13,1
2357,2016-05-16,1
2358,2016-05-17,1
2359,2016-05-18,1
2360,2016-05-19,1
2361,2016-05-20,1
2362,2016-05-23,1
2363,2016-05-24,1
2364,2016-05-25,1
2365,2016-05-26,1
2366,2016-05-27,1
2367,2016-05-31,1
2368,2016-06-01,1
2369,2016-06-02,1
2370,2016-06-03,1
2371,2016-06-06,1
2372,2016-06-07,1
2373,2016-06-08,1
2374,2016-06-09,1
2375,2016-06-10,1
2376,2016-06-13,1
2377,2016-06-14,1
2378,2016-06-15,1
2379,2016-06-16,1
2380,2016-06-17,1
2381,2016-06-20,1
2382,2016-06-21,1
2383,2016-06-22,1
2384,2016-06-23,0
2385,2016-06-24,0
2386,2016-06-27,0
2387,2016-06-28,0
2388,2016-06-29,0
2389,2016-06-30,0
2390,2016-07-01,1
2391,2016-07-05,1
2392,2016-07-06,1
2393,2016-07-07,1
2394,2016-07-08,1
2395,2016-07-11,1
2396,2016-07-12,1
2397,2016-07-13,1
2398,2016-07-14,1
2399,2016-07-15,1
2400,2016-07-18,1
2401,2016-07-19,1
2402,2016-07-20,1
2403,2016-07-21,1
2404,2016-07-22,1
2405,2016-07-25,1
2406,2016-07-26,1
2407,2016-07-27,1
2408,2016-07-28,1
2409,2016-07-29,1
2410,2016-08-01,1
2411,2016-08-02,1
2412,2016-08-03,1
2413,2016-08-04,1
2414,2016-08-05,1
